"year","zone","dwelling","count"
"1990","S01001854","All",1
"1991","S01001854","All",1
"1992","S01001854","All",0
"1994","S01001854","Flat",1
"1987","S01001854","Flat",3
"1995","S01001854","Flat",1
"1996","S01001854","Flat",0
"1997","S01001854","Flat",0
"1988","S01001854","Flat",4
"1991","S01001854","Flat",1
"1980","S01001854","Flat",0
"1981","S01001854","Flat",2
"1989","S01001854","Flat",3
"1982","S01001854","Flat",0
"1992","S01001854","Flat",0
"1983","S01001854","Flat",0
"2004","S01001854","Flat",0
"1984","S01001854","Flat",0
"2005","S01001854","Flat",0
"1990","S01001854","Flat",1
"2003","S01001854","Flat",0
"1985","S01001854","Flat",2
"2002","S01001854","Flat",0
"1998","S01001854","Flat",1
"1999","S01001854","Flat",0
"1986","S01001854","Flat",2
"2000","S01001854","Flat",0
"2001","S01001854","Flat",0
"1993","S01001854","Flat",1
"1987","S01001854","House",0
"1994","S01001854","House",0
"2004","S01001854","House",0
"2000","S01001854","House",0
"1991","S01001854","House",0
"1985","S01001854","House",1
"1995","S01001854","House",0
"1996","S01001854","House",0
"2005","S01001854","House",0
"1988","S01001854","House",0
"1997","S01001854","House",0
"1990","S01001854","House",0
"1992","S01001854","House",0
"2001","S01001854","House",0
"1999","S01001854","House",0
"1980","S01001854","House",0
"1989","S01001854","House",0
"2003","S01001854","House",0
"1981","S01001854","House",0
"1993","S01001854","House",0
"1986","S01001854","House",0
"1982","S01001854","House",0
"2002","S01001854","House",0
"1998","S01001854","House",0
"1983","S01001854","House",0
"1984","S01001854","House",0
"2004","S01001855","All",0
"2005","S01001855","All",0
"2003","S01001855","All",0
"2002","S01001855","All",0
"1998","S01001855","All",0
"1999","S01001855","All",0
"2000","S01001855","All",0
"2001","S01001855","All",0
"1993","S01001855","All",0
"1994","S01001855","All",0
"1995","S01001855","All",0
"1996","S01001855","All",0
"1997","S01001855","All",0
"1980","S01001855","All",0
"1981","S01001855","All",0
"1982","S01001855","All",0
"1983","S01001855","All",0
"1984","S01001855","All",0
"1985","S01001855","All",0
"1986","S01001855","All",0
"1987","S01001855","All",1
"1988","S01001855","All",0
"1989","S01001855","All",0
"1990","S01001855","All",0
"1991","S01001855","All",0
"1992","S01001855","All",0
"1994","S01001855","Flat",0
"1987","S01001855","Flat",1
"1995","S01001855","Flat",0
"1996","S01001855","Flat",0
"1997","S01001855","Flat",0
"1988","S01001855","Flat",0
"1991","S01001855","Flat",0
"1980","S01001855","Flat",0
"1981","S01001855","Flat",0
"1989","S01001855","Flat",0
"1982","S01001855","Flat",0
"1992","S01001855","Flat",0
"1983","S01001855","Flat",0
"2004","S01001855","Flat",0
"1984","S01001855","Flat",0
"2005","S01001855","Flat",0
"1990","S01001855","Flat",0
"2003","S01001855","Flat",0
"1985","S01001855","Flat",0
"2002","S01001855","Flat",0
"1998","S01001855","Flat",0
"1999","S01001855","Flat",0
"1986","S01001855","Flat",0
"2000","S01001855","Flat",0
"2001","S01001855","Flat",0
"1993","S01001855","Flat",0
"1987","S01001855","House",0
"1994","S01001855","House",0
"2004","S01001855","House",0
"2000","S01001855","House",0
"1991","S01001855","House",0
"1985","S01001855","House",0
"1995","S01001855","House",0
"1996","S01001855","House",0
"2005","S01001855","House",0
"1988","S01001855","House",0
"1997","S01001855","House",0
"1990","S01001855","House",0
"1992","S01001855","House",0
"2001","S01001855","House",0
"1999","S01001855","House",0
"1980","S01001855","House",0
"1989","S01001855","House",0
"2003","S01001855","House",0
"1981","S01001855","House",0
"1993","S01001855","House",0
"1986","S01001855","House",0
"1982","S01001855","House",0
"2002","S01001855","House",0
"1998","S01001855","House",0
"1983","S01001855","House",0
"1984","S01001855","House",0
"2004","S01001856","All",0
"2005","S01001856","All",1
"2003","S01001856","All",0
"2002","S01001856","All",0
"1998","S01001856","All",2
"1999","S01001856","All",1
"2000","S01001856","All",0
"2001","S01001856","All",1
"1993","S01001856","All",0
"1994","S01001856","All",0
"1995","S01001856","All",0
"1996","S01001856","All",0
"1997","S01001856","All",0
"1980","S01001856","All",0
"1981","S01001856","All",2
"1982","S01001856","All",4
"1983","S01001856","All",0
"1984","S01001856","All",3
"1985","S01001856","All",5
"1986","S01001856","All",1
"1987","S01001856","All",0
"1988","S01001856","All",0
"1989","S01001856","All",1
"1990","S01001856","All",3
"1991","S01001856","All",5
"1992","S01001856","All",0
"1994","S01001856","Flat",0
"1987","S01001856","Flat",0
"1995","S01001856","Flat",0
"1996","S01001856","Flat",0
"1997","S01001856","Flat",0
"1988","S01001856","Flat",0
"1991","S01001856","Flat",4
"1980","S01001856","Flat",0
"1981","S01001856","Flat",1
"1989","S01001856","Flat",1
"1982","S01001856","Flat",3
"1992","S01001856","Flat",0
"1983","S01001856","Flat",0
"2004","S01001856","Flat",0
"1984","S01001856","Flat",2
"2005","S01001856","Flat",0
"1990","S01001856","Flat",3
"2003","S01001856","Flat",0
"1985","S01001856","Flat",5
"2002","S01001856","Flat",0
"1998","S01001856","Flat",1
"1999","S01001856","Flat",1
"1986","S01001856","Flat",1
"2000","S01001856","Flat",0
"2001","S01001856","Flat",1
"1993","S01001856","Flat",0
"1987","S01001856","House",0
"1994","S01001856","House",0
"2004","S01001856","House",0
"2000","S01001856","House",0
"1991","S01001856","House",1
"1985","S01001856","House",0
"1995","S01001856","House",0
"1996","S01001856","House",0
"2005","S01001856","House",1
"1988","S01001856","House",0
"1997","S01001856","House",0
"1990","S01001856","House",0
"1992","S01001856","House",0
"2001","S01001856","House",0
"1999","S01001856","House",0
"1980","S01001856","House",0
"1989","S01001856","House",0
"2003","S01001856","House",0
"1981","S01001856","House",1
"1993","S01001856","House",0
"1986","S01001856","House",0
"1982","S01001856","House",1
"2002","S01001856","House",0
"1998","S01001856","House",1
"1983","S01001856","House",0
"1984","S01001856","House",1
"2004","S01001857","All",0
"2005","S01001857","All",2
"2003","S01001857","All",1
"2002","S01001857","All",0
"1998","S01001857","All",4
"1999","S01001857","All",3
"2000","S01001857","All",3
"2001","S01001857","All",0
"1993","S01001857","All",4
"1994","S01001857","All",2
"1995","S01001857","All",7
"1996","S01001857","All",2
"1997","S01001857","All",6
"1980","S01001857","All",3
"1981","S01001857","All",7
"1982","S01001857","All",6
"1983","S01001857","All",3
"1984","S01001857","All",4
"1985","S01001857","All",1
"1986","S01001857","All",3
"1987","S01001857","All",4
"1988","S01001857","All",13
"1989","S01001857","All",16
"1990","S01001857","All",11
"1991","S01001857","All",5
"1992","S01001857","All",4
"1994","S01001857","Flat",1
"1987","S01001857","Flat",1
"1995","S01001857","Flat",2
"1996","S01001857","Flat",2
"1997","S01001857","Flat",3
"1988","S01001857","Flat",2
"1991","S01001857","Flat",4
"1980","S01001857","Flat",0
"1981","S01001857","Flat",1
"1989","S01001857","Flat",5
"1982","S01001857","Flat",0
"1992","S01001857","Flat",1
"1983","S01001857","Flat",0
"2004","S01001857","Flat",0
"1984","S01001857","Flat",0
"2005","S01001857","Flat",1
"1990","S01001857","Flat",2
"2003","S01001857","Flat",0
"1985","S01001857","Flat",0
"2002","S01001857","Flat",0
"1998","S01001857","Flat",2
"1999","S01001857","Flat",1
"1986","S01001857","Flat",1
"2000","S01001857","Flat",1
"2001","S01001857","Flat",0
"1993","S01001857","Flat",2
"1987","S01001857","House",3
"1994","S01001857","House",1
"2004","S01001857","House",0
"2000","S01001857","House",2
"1991","S01001857","House",1
"1985","S01001857","House",1
"1995","S01001857","House",5
"1996","S01001857","House",0
"2005","S01001857","House",1
"1988","S01001857","House",11
"1997","S01001857","House",3
"1990","S01001857","House",9
"1992","S01001857","House",3
"2001","S01001857","House",0
"1999","S01001857","House",2
"1980","S01001857","House",3
"1989","S01001857","House",11
"2003","S01001857","House",1
"1981","S01001857","House",6
"1993","S01001857","House",2
"1986","S01001857","House",2
"1982","S01001857","House",6
"2002","S01001857","House",0
"1998","S01001857","House",2
"1983","S01001857","House",3
"1984","S01001857","House",4
"2004","S01001858","All",0
"2005","S01001858","All",0
"2003","S01001858","All",0
"2002","S01001858","All",0
"1998","S01001858","All",0
"1999","S01001858","All",0
"2000","S01001858","All",0
"2001","S01001858","All",0
"1993","S01001858","All",0
"1994","S01001858","All",0
"1995","S01001858","All",0
"1996","S01001858","All",0
"1997","S01001858","All",0
"1980","S01001858","All",0
"1981","S01001858","All",2
"1982","S01001858","All",1
"1983","S01001858","All",1
"1984","S01001858","All",0
"1985","S01001858","All",0
"1986","S01001858","All",0
"1987","S01001858","All",0
"1988","S01001858","All",0
"1989","S01001858","All",1
"1990","S01001858","All",0
"1991","S01001858","All",2
"1992","S01001858","All",1
"1994","S01001858","Flat",0
"1987","S01001858","Flat",0
"1995","S01001858","Flat",0
"1996","S01001858","Flat",0
"1997","S01001858","Flat",0
"1988","S01001858","Flat",0
"1991","S01001858","Flat",1
"1980","S01001858","Flat",0
"1981","S01001858","Flat",2
"1989","S01001858","Flat",1
"1982","S01001858","Flat",0
"1992","S01001858","Flat",1
"1983","S01001858","Flat",1
"2004","S01001858","Flat",0
"1984","S01001858","Flat",0
"2005","S01001858","Flat",0
"1990","S01001858","Flat",0
"2003","S01001858","Flat",0
"1985","S01001858","Flat",0
"2002","S01001858","Flat",0
"1998","S01001858","Flat",0
"1999","S01001858","Flat",0
"1986","S01001858","Flat",0
"2000","S01001858","Flat",0
"2001","S01001858","Flat",0
"1993","S01001858","Flat",0
"1987","S01001858","House",0
"1994","S01001858","House",0
"2004","S01001858","House",0
"2000","S01001858","House",0
"1991","S01001858","House",1
"1985","S01001858","House",0
"1995","S01001858","House",0
"1996","S01001858","House",0
"2005","S01001858","House",0
"1988","S01001858","House",0
"1997","S01001858","House",0
"1990","S01001858","House",0
"1992","S01001858","House",0
"2001","S01001858","House",0
"1999","S01001858","House",0
"1980","S01001858","House",0
"1989","S01001858","House",0
"2003","S01001858","House",0
"1981","S01001858","House",0
"1993","S01001858","House",0
"1986","S01001858","House",0
"1982","S01001858","House",1
"2002","S01001858","House",0
"1998","S01001858","House",0
"1983","S01001858","House",0
"1984","S01001858","House",0
"2004","S01001859","All",4
"2005","S01001859","All",5
"2003","S01001859","All",6
"2002","S01001859","All",6
"1998","S01001859","All",5
"1999","S01001859","All",3
"2000","S01001859","All",7
"2001","S01001859","All",3
"1993","S01001859","All",6
"1994","S01001859","All",9
"1995","S01001859","All",9
"1996","S01001859","All",1
"1997","S01001859","All",3
"1980","S01001859","All",3
"1981","S01001859","All",9
"1982","S01001859","All",8
"1983","S01001859","All",15
"1984","S01001859","All",6
"1985","S01001859","All",7
"1986","S01001859","All",10
"1987","S01001859","All",7
"1988","S01001859","All",14
"1989","S01001859","All",39
"1990","S01001859","All",26
"1991","S01001859","All",12
"1992","S01001859","All",13
"1994","S01001859","Flat",0
"1987","S01001859","Flat",0
"1995","S01001859","Flat",3
"1996","S01001859","Flat",1
"1997","S01001859","Flat",0
"1988","S01001859","Flat",2
"1991","S01001859","Flat",0
"1980","S01001859","Flat",0
"1981","S01001859","Flat",0
"1989","S01001859","Flat",5
"1982","S01001859","Flat",0
"1992","S01001859","Flat",1
"1983","S01001859","Flat",0
"2004","S01001859","Flat",1
"1984","S01001859","Flat",0
"2005","S01001859","Flat",2
"1990","S01001859","Flat",6
"2003","S01001859","Flat",1
"1985","S01001859","Flat",0
"2002","S01001859","Flat",0
"1998","S01001859","Flat",0
"1999","S01001859","Flat",0
"1986","S01001859","Flat",1
"2000","S01001859","Flat",1
"2001","S01001859","Flat",0
"1993","S01001859","Flat",0
"1987","S01001859","House",7
"1994","S01001859","House",9
"2004","S01001859","House",3
"2000","S01001859","House",6
"1991","S01001859","House",12
"1985","S01001859","House",7
"1995","S01001859","House",6
"1996","S01001859","House",0
"2005","S01001859","House",3
"1988","S01001859","House",12
"1997","S01001859","House",3
"1990","S01001859","House",20
"1992","S01001859","House",12
"2001","S01001859","House",3
"1999","S01001859","House",3
"1980","S01001859","House",3
"1989","S01001859","House",34
"2003","S01001859","House",5
"1981","S01001859","House",9
"1993","S01001859","House",6
"1986","S01001859","House",9
"1982","S01001859","House",8
"2002","S01001859","House",6
"1998","S01001859","House",5
"1983","S01001859","House",15
"1984","S01001859","House",6
"2004","S01001860","All",0
"2005","S01001860","All",0
"2003","S01001860","All",0
"2002","S01001860","All",0
"1998","S01001860","All",0
"1999","S01001860","All",0
"2000","S01001860","All",0
"2001","S01001860","All",0
"1993","S01001860","All",0
"1994","S01001860","All",0
"1995","S01001860","All",0
"1996","S01001860","All",0
"1997","S01001860","All",0
"1980","S01001860","All",0
"1981","S01001860","All",0
"1982","S01001860","All",0
"1983","S01001860","All",0
"1984","S01001860","All",0
"1985","S01001860","All",0
"1986","S01001860","All",0
"1987","S01001860","All",0
"1988","S01001860","All",0
"1989","S01001860","All",0
"1990","S01001860","All",0
"1991","S01001860","All",0
"1992","S01001860","All",0
"1994","S01001860","Flat",0
"1987","S01001860","Flat",0
"1995","S01001860","Flat",0
"1996","S01001860","Flat",0
"1997","S01001860","Flat",0
"1988","S01001860","Flat",0
"1991","S01001860","Flat",0
"1980","S01001860","Flat",0
"1981","S01001860","Flat",0
"1989","S01001860","Flat",0
"1982","S01001860","Flat",0
"1992","S01001860","Flat",0
"1983","S01001860","Flat",0
"2004","S01001860","Flat",0
"1984","S01001860","Flat",0
"2005","S01001860","Flat",0
"1990","S01001860","Flat",0
"2003","S01001860","Flat",0
"1985","S01001860","Flat",0
"2002","S01001860","Flat",0
"1998","S01001860","Flat",0
"1999","S01001860","Flat",0
"1986","S01001860","Flat",0
"2000","S01001860","Flat",0
"2001","S01001860","Flat",0
"1993","S01001860","Flat",0
"1987","S01001860","House",0
"1994","S01001860","House",0
"2004","S01001860","House",0
"2000","S01001860","House",0
"1991","S01001860","House",0
"1985","S01001860","House",0
"1995","S01001860","House",0
"1996","S01001860","House",0
"2005","S01001860","House",0
"1988","S01001860","House",0
"1997","S01001860","House",0
"1990","S01001860","House",0
"1992","S01001860","House",0
"2001","S01001860","House",0
"1999","S01001860","House",0
"1980","S01001860","House",0
"1989","S01001860","House",0
"2003","S01001860","House",0
"1981","S01001860","House",0
"1993","S01001860","House",0
"1986","S01001860","House",0
"1982","S01001860","House",0
"2002","S01001860","House",0
"1998","S01001860","House",0
"1983","S01001860","House",0
"1984","S01001860","House",0
"2004","S01001861","All",3
"2005","S01001861","All",4
"2003","S01001861","All",3
"2002","S01001861","All",2
"1998","S01001861","All",4
"1999","S01001861","All",4
"2000","S01001861","All",4
"2001","S01001861","All",3
"1993","S01001861","All",10
"1994","S01001861","All",10
"1995","S01001861","All",4
"1996","S01001861","All",1
"1997","S01001861","All",5
"1980","S01001861","All",4
"1981","S01001861","All",5
"1982","S01001861","All",8
"1983","S01001861","All",6
"1984","S01001861","All",7
"1985","S01001861","All",13
"1986","S01001861","All",6
"1987","S01001861","All",18
"1988","S01001861","All",22
"1989","S01001861","All",35
"1990","S01001861","All",24
"1991","S01001861","All",12
"1992","S01001861","All",8
"1994","S01001861","Flat",8
"1987","S01001861","Flat",16
"1995","S01001861","Flat",3
"1996","S01001861","Flat",1
"1997","S01001861","Flat",4
"1988","S01001861","Flat",18
"1991","S01001861","Flat",11
"1980","S01001861","Flat",1
"1981","S01001861","Flat",2
"1989","S01001861","Flat",32
"1982","S01001861","Flat",5
"1992","S01001861","Flat",7
"1983","S01001861","Flat",4
"2004","S01001861","Flat",2
"1984","S01001861","Flat",3
"2005","S01001861","Flat",4
"1990","S01001861","Flat",19
"2003","S01001861","Flat",3
"1985","S01001861","Flat",9
"2002","S01001861","Flat",2
"1998","S01001861","Flat",4
"1999","S01001861","Flat",3
"1986","S01001861","Flat",6
"2000","S01001861","Flat",3
"2001","S01001861","Flat",3
"1993","S01001861","Flat",10
"1987","S01001861","House",2
"1994","S01001861","House",2
"2004","S01001861","House",1
"2000","S01001861","House",1
"1991","S01001861","House",1
"1985","S01001861","House",4
"1995","S01001861","House",1
"1996","S01001861","House",0
"2005","S01001861","House",0
"1988","S01001861","House",4
"1997","S01001861","House",1
"1990","S01001861","House",5
"1992","S01001861","House",1
"2001","S01001861","House",0
"1999","S01001861","House",1
"1980","S01001861","House",3
"1989","S01001861","House",3
"2003","S01001861","House",0
"1981","S01001861","House",3
"1993","S01001861","House",0
"1986","S01001861","House",0
"1982","S01001861","House",3
"2002","S01001861","House",0
"1998","S01001861","House",0
"1983","S01001861","House",2
"1984","S01001861","House",4
"2004","S01001862","All",0
"2005","S01001862","All",0
"2003","S01001862","All",0
"2002","S01001862","All",0
"1998","S01001862","All",0
"1999","S01001862","All",0
"2000","S01001862","All",0
"2001","S01001862","All",0
"1993","S01001862","All",0
"1994","S01001862","All",0
"1995","S01001862","All",0
"1996","S01001862","All",0
"1997","S01001862","All",0
"1980","S01001862","All",0
"1981","S01001862","All",0
"1982","S01001862","All",1
"1983","S01001862","All",0
"1984","S01001862","All",0
"1985","S01001862","All",0
"1986","S01001862","All",0
"1987","S01001862","All",0
"1988","S01001862","All",0
"1989","S01001862","All",0
"1990","S01001862","All",0
"1991","S01001862","All",0
"1992","S01001862","All",0
"1994","S01001862","Flat",0
"1987","S01001862","Flat",0
"1995","S01001862","Flat",0
"1996","S01001862","Flat",0
"1997","S01001862","Flat",0
"1988","S01001862","Flat",0
"1991","S01001862","Flat",0
"1980","S01001862","Flat",0
"1981","S01001862","Flat",0
"1989","S01001862","Flat",0
"1982","S01001862","Flat",1
"1992","S01001862","Flat",0
"1983","S01001862","Flat",0
"2004","S01001862","Flat",0
"1984","S01001862","Flat",0
"2005","S01001862","Flat",0
"1990","S01001862","Flat",0
"2003","S01001862","Flat",0
"1985","S01001862","Flat",0
"2002","S01001862","Flat",0
"1998","S01001862","Flat",0
"1999","S01001862","Flat",0
"1986","S01001862","Flat",0
"2000","S01001862","Flat",0
"2001","S01001862","Flat",0
"1993","S01001862","Flat",0
"1987","S01001862","House",0
"1994","S01001862","House",0
"2004","S01001862","House",0
"2000","S01001862","House",0
"1991","S01001862","House",0
"1985","S01001862","House",0
"1995","S01001862","House",0
"1996","S01001862","House",0
"2005","S01001862","House",0
"1988","S01001862","House",0
"1997","S01001862","House",0
"1990","S01001862","House",0
"1992","S01001862","House",0
"2001","S01001862","House",0
"1999","S01001862","House",0
"1980","S01001862","House",0
"1989","S01001862","House",0
"2003","S01001862","House",0
"1981","S01001862","House",0
"1993","S01001862","House",0
"1986","S01001862","House",0
"1982","S01001862","House",0
"2002","S01001862","House",0
"1998","S01001862","House",0
"1983","S01001862","House",0
"1984","S01001862","House",0
"2004","S01001863","All",0
"2005","S01001863","All",0
"2003","S01001863","All",0
"2002","S01001863","All",0
"1998","S01001863","All",0
"1999","S01001863","All",0
"2000","S01001863","All",0
"2001","S01001863","All",0
"1993","S01001863","All",0
"1994","S01001863","All",0
"1995","S01001863","All",0
"1996","S01001863","All",0
"1997","S01001863","All",0
"1980","S01001863","All",0
"1981","S01001863","All",0
"1982","S01001863","All",0
"1983","S01001863","All",0
"1984","S01001863","All",0
"1985","S01001863","All",0
"1986","S01001863","All",0
"1987","S01001863","All",0
"1988","S01001863","All",0
"1989","S01001863","All",0
"1990","S01001863","All",1
"1991","S01001863","All",0
"1992","S01001863","All",0
"1994","S01001863","Flat",0
"1987","S01001863","Flat",0
"1995","S01001863","Flat",0
"1996","S01001863","Flat",0
"1997","S01001863","Flat",0
"1988","S01001863","Flat",0
"1991","S01001863","Flat",0
"1980","S01001863","Flat",0
"1981","S01001863","Flat",0
"1989","S01001863","Flat",0
"1982","S01001863","Flat",0
"1992","S01001863","Flat",0
"1983","S01001863","Flat",0
"2004","S01001863","Flat",0
"1984","S01001863","Flat",0
"2005","S01001863","Flat",0
"1990","S01001863","Flat",1
"2003","S01001863","Flat",0
"1985","S01001863","Flat",0
"2002","S01001863","Flat",0
"1998","S01001863","Flat",0
"1999","S01001863","Flat",0
"1986","S01001863","Flat",0
"2000","S01001863","Flat",0
"2001","S01001863","Flat",0
"1993","S01001863","Flat",0
"1987","S01001863","House",0
"1994","S01001863","House",0
"2004","S01001863","House",0
"2000","S01001863","House",0
"1991","S01001863","House",0
"1985","S01001863","House",0
"1995","S01001863","House",0
"1996","S01001863","House",0
"2005","S01001863","House",0
"1988","S01001863","House",0
"1997","S01001863","House",0
"1990","S01001863","House",0
"1992","S01001863","House",0
"2001","S01001863","House",0
"1999","S01001863","House",0
"1980","S01001863","House",0
"1989","S01001863","House",0
"2003","S01001863","House",0
"1981","S01001863","House",0
"1993","S01001863","House",0
"1986","S01001863","House",0
"1982","S01001863","House",0
"2002","S01001863","House",0
"1998","S01001863","House",0
"1983","S01001863","House",0
"1984","S01001863","House",0
"2004","S01001864","All",3
"2005","S01001864","All",1
"2003","S01001864","All",0
"2002","S01001864","All",1
"1998","S01001864","All",1
"1999","S01001864","All",1
"2000","S01001864","All",1
"2001","S01001864","All",0
"1993","S01001864","All",5
"1994","S01001864","All",1
"1995","S01001864","All",1
"1996","S01001864","All",2
"1997","S01001864","All",3
"1980","S01001864","All",0
"1981","S01001864","All",1
"1982","S01001864","All",5
"1983","S01001864","All",0
"1984","S01001864","All",1
"1985","S01001864","All",0
"1986","S01001864","All",2
"1987","S01001864","All",2
"1988","S01001864","All",2
"1989","S01001864","All",9
"1990","S01001864","All",9
"1991","S01001864","All",6
"1992","S01001864","All",5
"1994","S01001864","Flat",0
"1987","S01001864","Flat",2
"1995","S01001864","Flat",1
"1996","S01001864","Flat",2
"1997","S01001864","Flat",3
"1988","S01001864","Flat",2
"1991","S01001864","Flat",6
"1980","S01001864","Flat",0
"1981","S01001864","Flat",1
"1989","S01001864","Flat",9
"1982","S01001864","Flat",4
"1992","S01001864","Flat",5
"1983","S01001864","Flat",0
"2004","S01001864","Flat",3
"1984","S01001864","Flat",0
"2005","S01001864","Flat",1
"1990","S01001864","Flat",8
"2003","S01001864","Flat",0
"1985","S01001864","Flat",0
"2002","S01001864","Flat",1
"1998","S01001864","Flat",1
"1999","S01001864","Flat",1
"1986","S01001864","Flat",1
"2000","S01001864","Flat",1
"2001","S01001864","Flat",0
"1993","S01001864","Flat",5
"1987","S01001864","House",0
"1994","S01001864","House",1
"2004","S01001864","House",0
"2000","S01001864","House",0
"1991","S01001864","House",0
"1985","S01001864","House",0
"1995","S01001864","House",0
"1996","S01001864","House",0
"2005","S01001864","House",0
"1988","S01001864","House",0
"1997","S01001864","House",0
"1990","S01001864","House",1
"1992","S01001864","House",0
"2001","S01001864","House",0
"1999","S01001864","House",0
"1980","S01001864","House",0
"1989","S01001864","House",0
"2003","S01001864","House",0
"1981","S01001864","House",0
"1993","S01001864","House",0
"1986","S01001864","House",1
"1982","S01001864","House",1
"2002","S01001864","House",0
"1998","S01001864","House",0
"1983","S01001864","House",0
"1984","S01001864","House",1
"2004","S01001865","All",2
"2005","S01001865","All",2
"2003","S01001865","All",3
"2002","S01001865","All",5
"1998","S01001865","All",1
"1999","S01001865","All",0
"2000","S01001865","All",2
"2001","S01001865","All",4
"1993","S01001865","All",0
"1994","S01001865","All",3
"1995","S01001865","All",1
"1996","S01001865","All",1
"1997","S01001865","All",0
"1980","S01001865","All",0
"1981","S01001865","All",0
"1982","S01001865","All",0
"1983","S01001865","All",0
"1984","S01001865","All",0
"1985","S01001865","All",0
"1986","S01001865","All",0
"1987","S01001865","All",0
"1988","S01001865","All",1
"1989","S01001865","All",2
"1990","S01001865","All",2
"1991","S01001865","All",1
"1992","S01001865","All",2
"1994","S01001865","Flat",3
"1987","S01001865","Flat",0
"1995","S01001865","Flat",1
"1996","S01001865","Flat",1
"1997","S01001865","Flat",0
"1988","S01001865","Flat",1
"1991","S01001865","Flat",1
"1980","S01001865","Flat",0
"1981","S01001865","Flat",0
"1989","S01001865","Flat",2
"1982","S01001865","Flat",0
"1992","S01001865","Flat",2
"1983","S01001865","Flat",0
"2004","S01001865","Flat",2
"1984","S01001865","Flat",0
"2005","S01001865","Flat",2
"1990","S01001865","Flat",2
"2003","S01001865","Flat",3
"1985","S01001865","Flat",0
"2002","S01001865","Flat",5
"1998","S01001865","Flat",1
"1999","S01001865","Flat",0
"1986","S01001865","Flat",0
"2000","S01001865","Flat",2
"2001","S01001865","Flat",4
"1993","S01001865","Flat",0
"1987","S01001865","House",0
"1994","S01001865","House",0
"2004","S01001865","House",0
"2000","S01001865","House",0
"1991","S01001865","House",0
"1985","S01001865","House",0
"1995","S01001865","House",0
"1996","S01001865","House",0
"2005","S01001865","House",0
"1988","S01001865","House",0
"1997","S01001865","House",0
"1990","S01001865","House",0
"1992","S01001865","House",0
"2001","S01001865","House",0
"1999","S01001865","House",0
"1980","S01001865","House",0
"1989","S01001865","House",0
"2003","S01001865","House",0
"1981","S01001865","House",0
"1993","S01001865","House",0
"1986","S01001865","House",0
"1982","S01001865","House",0
"2002","S01001865","House",0
"1998","S01001865","House",0
"1983","S01001865","House",0
"1984","S01001865","House",0
"2004","S01001866","All",0
"2005","S01001866","All",0
"2003","S01001866","All",0
"2002","S01001866","All",0
"1998","S01001866","All",0
"1999","S01001866","All",0
"2000","S01001866","All",0
"2001","S01001866","All",0
"1993","S01001866","All",0
"1994","S01001866","All",2
"1995","S01001866","All",0
"1996","S01001866","All",0
"1997","S01001866","All",0
"1980","S01001866","All",1
"1981","S01001866","All",0
"1982","S01001866","All",0
"1983","S01001866","All",0
"1984","S01001866","All",0
"1985","S01001866","All",1
"1986","S01001866","All",0
"1987","S01001866","All",0
"1988","S01001866","All",1
"1989","S01001866","All",0
"1990","S01001866","All",2
"1991","S01001866","All",0
"1992","S01001866","All",0
"1994","S01001866","Flat",2
"1987","S01001866","Flat",0
"1995","S01001866","Flat",0
"1996","S01001866","Flat",0
"1997","S01001866","Flat",0
"1988","S01001866","Flat",1
"1991","S01001866","Flat",0
"1980","S01001866","Flat",0
"1981","S01001866","Flat",0
"1989","S01001866","Flat",0
"1982","S01001866","Flat",0
"1992","S01001866","Flat",0
"1983","S01001866","Flat",0
"2004","S01001866","Flat",0
"1984","S01001866","Flat",0
"2005","S01001866","Flat",0
"1990","S01001866","Flat",1
"2003","S01001866","Flat",0
"1985","S01001866","Flat",1
"2002","S01001866","Flat",0
"1998","S01001866","Flat",0
"1999","S01001866","Flat",0
"1986","S01001866","Flat",0
"2000","S01001866","Flat",0
"2001","S01001866","Flat",0
"1993","S01001866","Flat",0
"1987","S01001866","House",0
"1994","S01001866","House",0
"2004","S01001866","House",0
"2000","S01001866","House",0
"1991","S01001866","House",0
"1985","S01001866","House",0
"1995","S01001866","House",0
"1996","S01001866","House",0
"2005","S01001866","House",0
"1988","S01001866","House",0
"1997","S01001866","House",0
"1990","S01001866","House",1
"1992","S01001866","House",0
"2001","S01001866","House",0
"1999","S01001866","House",0
"1980","S01001866","House",1
"1989","S01001866","House",0
"2003","S01001866","House",0
"1981","S01001866","House",0
"1993","S01001866","House",0
"1986","S01001866","House",0
"1982","S01001866","House",0
"2002","S01001866","House",0
"1998","S01001866","House",0
"1983","S01001866","House",0
"1984","S01001866","House",0
"2004","S01001867","All",4
"2005","S01001867","All",1
"2003","S01001867","All",2
"2002","S01001867","All",7
"1998","S01001867","All",4
"1999","S01001867","All",2
"2000","S01001867","All",4
"2001","S01001867","All",7
"1993","S01001867","All",3
"1994","S01001867","All",5
"1995","S01001867","All",6
"1996","S01001867","All",2
"1997","S01001867","All",4
"1980","S01001867","All",1
"1981","S01001867","All",2
"1982","S01001867","All",5
"1983","S01001867","All",1
"1984","S01001867","All",1
"1985","S01001867","All",2
"1986","S01001867","All",1
"1987","S01001867","All",0
"1988","S01001867","All",8
"1989","S01001867","All",9
"1990","S01001867","All",4
"1991","S01001867","All",5
"1992","S01001867","All",9
"1994","S01001867","Flat",0
"1987","S01001867","Flat",0
"1995","S01001867","Flat",0
"1996","S01001867","Flat",0
"1997","S01001867","Flat",0
