"year","zone","dwelling","count"
"1989","S01002102","House",0
"2003","S01002102","House",0
"1981","S01002102","House",0
"1993","S01002102","House",0
"1986","S01002102","House",0
"1982","S01002102","House",0
"2002","S01002102","House",0
"1998","S01002102","House",0
"1983","S01002102","House",0
"1984","S01002102","House",0
"2004","S01002103","All",0
"2005","S01002103","All",0
"2003","S01002103","All",0
"2002","S01002103","All",0
"1998","S01002103","All",0
"1999","S01002103","All",0
"2000","S01002103","All",0
"2001","S01002103","All",0
"1993","S01002103","All",0
"1994","S01002103","All",0
"1995","S01002103","All",0
"1996","S01002103","All",0
"1997","S01002103","All",0
"1980","S01002103","All",0
"1981","S01002103","All",0
"1982","S01002103","All",0
"1983","S01002103","All",0
"1984","S01002103","All",0
"1985","S01002103","All",0
"1986","S01002103","All",0
"1987","S01002103","All",0
"1988","S01002103","All",0
"1989","S01002103","All",0
"1990","S01002103","All",0
"1991","S01002103","All",0
"1992","S01002103","All",0
"1994","S01002103","Flat",0
"1987","S01002103","Flat",0
"1995","S01002103","Flat",0
"1996","S01002103","Flat",0
"1997","S01002103","Flat",0
"1988","S01002103","Flat",0
"1991","S01002103","Flat",0
"1980","S01002103","Flat",0
"1981","S01002103","Flat",0
"1989","S01002103","Flat",0
"1982","S01002103","Flat",0
"1992","S01002103","Flat",0
"1983","S01002103","Flat",0
"2004","S01002103","Flat",0
"1984","S01002103","Flat",0
"2005","S01002103","Flat",0
"1990","S01002103","Flat",0
"2003","S01002103","Flat",0
"1985","S01002103","Flat",0
"2002","S01002103","Flat",0
"1998","S01002103","Flat",0
"1999","S01002103","Flat",0
"1986","S01002103","Flat",0
"2000","S01002103","Flat",0
"2001","S01002103","Flat",0
"1993","S01002103","Flat",0
"1987","S01002103","House",0
"1994","S01002103","House",0
"2004","S01002103","House",0
"2000","S01002103","House",0
"1991","S01002103","House",0
"1985","S01002103","House",0
"1995","S01002103","House",0
"1996","S01002103","House",0
"2005","S01002103","House",0
"1988","S01002103","House",0
"1997","S01002103","House",0
"1990","S01002103","House",0
"1992","S01002103","House",0
"2001","S01002103","House",0
"1999","S01002103","House",0
"1980","S01002103","House",0
"1989","S01002103","House",0
"2003","S01002103","House",0
"1981","S01002103","House",0
"1993","S01002103","House",0
"1986","S01002103","House",0
"1982","S01002103","House",0
"2002","S01002103","House",0
"1998","S01002103","House",0
"1983","S01002103","House",0
"1984","S01002103","House",0
"2004","S01002104","All",2
"2005","S01002104","All",4
"2003","S01002104","All",7
"2002","S01002104","All",6
"1998","S01002104","All",5
"1999","S01002104","All",6
"2000","S01002104","All",8
"2001","S01002104","All",6
"1993","S01002104","All",2
"1994","S01002104","All",4
"1995","S01002104","All",0
"1996","S01002104","All",4
"1997","S01002104","All",9
"1980","S01002104","All",0
"1981","S01002104","All",1
"1982","S01002104","All",1
"1983","S01002104","All",11
"1984","S01002104","All",9
"1985","S01002104","All",4
"1986","S01002104","All",3
"1987","S01002104","All",1
"1988","S01002104","All",5
"1989","S01002104","All",24
"1990","S01002104","All",6
"1991","S01002104","All",6
"1992","S01002104","All",5
"1994","S01002104","Flat",4
"1987","S01002104","Flat",1
"1995","S01002104","Flat",0
"1996","S01002104","Flat",4
"1997","S01002104","Flat",9
"1988","S01002104","Flat",5
"1991","S01002104","Flat",6
"1980","S01002104","Flat",0
"1981","S01002104","Flat",1
"1989","S01002104","Flat",24
"1982","S01002104","Flat",1
"1992","S01002104","Flat",5
"1983","S01002104","Flat",11
"2004","S01002104","Flat",2
"1984","S01002104","Flat",9
"2005","S01002104","Flat",4
"1990","S01002104","Flat",6
"2003","S01002104","Flat",7
"1985","S01002104","Flat",3
"2002","S01002104","Flat",6
"1998","S01002104","Flat",5
"1999","S01002104","Flat",6
"1986","S01002104","Flat",3
"2000","S01002104","Flat",8
"2001","S01002104","Flat",6
"1993","S01002104","Flat",2
"1987","S01002104","House",0
"1994","S01002104","House",0
"2004","S01002104","House",0
"2000","S01002104","House",0
"1991","S01002104","House",0
"1985","S01002104","House",1
"1995","S01002104","House",0
"1996","S01002104","House",0
"2005","S01002104","House",0
"1988","S01002104","House",0
"1997","S01002104","House",0
"1990","S01002104","House",0
"1992","S01002104","House",0
"2001","S01002104","House",0
"1999","S01002104","House",0
"1980","S01002104","House",0
"1989","S01002104","House",0
"2003","S01002104","House",0
"1981","S01002104","House",0
"1993","S01002104","House",0
"1986","S01002104","House",0
"1982","S01002104","House",0
"2002","S01002104","House",0
"1998","S01002104","House",0
"1983","S01002104","House",0
"1984","S01002104","House",0
"2004","S01002105","All",0
"2005","S01002105","All",0
"2003","S01002105","All",0
"2002","S01002105","All",0
"1998","S01002105","All",0
"1999","S01002105","All",0
"2000","S01002105","All",0
"2001","S01002105","All",0
"1993","S01002105","All",0
"1994","S01002105","All",0
"1995","S01002105","All",0
"1996","S01002105","All",0
"1997","S01002105","All",0
"1980","S01002105","All",0
"1981","S01002105","All",0
"1982","S01002105","All",0
"1983","S01002105","All",0
"1984","S01002105","All",0
"1985","S01002105","All",0
"1986","S01002105","All",0
"1987","S01002105","All",0
"1988","S01002105","All",0
"1989","S01002105","All",0
"1990","S01002105","All",0
"1991","S01002105","All",0
"1992","S01002105","All",0
"1994","S01002105","Flat",0
"1987","S01002105","Flat",0
"1995","S01002105","Flat",0
"1996","S01002105","Flat",0
"1997","S01002105","Flat",0
"1988","S01002105","Flat",0
"1991","S01002105","Flat",0
"1980","S01002105","Flat",0
"1981","S01002105","Flat",0
"1989","S01002105","Flat",0
"1982","S01002105","Flat",0
"1992","S01002105","Flat",0
"1983","S01002105","Flat",0
"2004","S01002105","Flat",0
"1984","S01002105","Flat",0
"2005","S01002105","Flat",0
"1990","S01002105","Flat",0
"2003","S01002105","Flat",0
"1985","S01002105","Flat",0
"2002","S01002105","Flat",0
"1998","S01002105","Flat",0
"1999","S01002105","Flat",0
"1986","S01002105","Flat",0
"2000","S01002105","Flat",0
"2001","S01002105","Flat",0
"1993","S01002105","Flat",0
"1987","S01002105","House",0
"1994","S01002105","House",0
"2004","S01002105","House",0
"2000","S01002105","House",0
"1991","S01002105","House",0
"1985","S01002105","House",0
"1995","S01002105","House",0
"1996","S01002105","House",0
"2005","S01002105","House",0
"1988","S01002105","House",0
"1997","S01002105","House",0
"1990","S01002105","House",0
"1992","S01002105","House",0
"2001","S01002105","House",0
"1999","S01002105","House",0
"1980","S01002105","House",0
"1989","S01002105","House",0
"2003","S01002105","House",0
"1981","S01002105","House",0
"1993","S01002105","House",0
"1986","S01002105","House",0
"1982","S01002105","House",0
"2002","S01002105","House",0
"1998","S01002105","House",0
"1983","S01002105","House",0
"1984","S01002105","House",0
"2004","S01002106","All",1
"2005","S01002106","All",2
"2003","S01002106","All",2
"2002","S01002106","All",1
"1998","S01002106","All",0
"1999","S01002106","All",0
"2000","S01002106","All",1
"2001","S01002106","All",1
"1993","S01002106","All",0
"1994","S01002106","All",0
"1995","S01002106","All",0
"1996","S01002106","All",3
"1997","S01002106","All",2
"1980","S01002106","All",1
"1981","S01002106","All",3
"1982","S01002106","All",1
"1983","S01002106","All",3
"1984","S01002106","All",2
"1985","S01002106","All",1
"1986","S01002106","All",0
"1987","S01002106","All",0
"1988","S01002106","All",1
"1989","S01002106","All",8
"1990","S01002106","All",4
"1991","S01002106","All",3
"1992","S01002106","All",2
"1994","S01002106","Flat",0
"1987","S01002106","Flat",0
"1995","S01002106","Flat",0
"1996","S01002106","Flat",3
"1997","S01002106","Flat",2
"1988","S01002106","Flat",1
"1991","S01002106","Flat",3
"1980","S01002106","Flat",1
"1981","S01002106","Flat",3
"1989","S01002106","Flat",8
"1982","S01002106","Flat",1
"1992","S01002106","Flat",2
"1983","S01002106","Flat",3
"2004","S01002106","Flat",1
"1984","S01002106","Flat",2
"2005","S01002106","Flat",2
"1990","S01002106","Flat",4
"2003","S01002106","Flat",2
"1985","S01002106","Flat",1
"2002","S01002106","Flat",1
"1998","S01002106","Flat",0
"1999","S01002106","Flat",0
"1986","S01002106","Flat",0
"2000","S01002106","Flat",0
"2001","S01002106","Flat",1
"1993","S01002106","Flat",0
"1987","S01002106","House",0
"1994","S01002106","House",0
"2004","S01002106","House",0
"2000","S01002106","House",1
"1991","S01002106","House",0
"1985","S01002106","House",0
"1995","S01002106","House",0
"1996","S01002106","House",0
"2005","S01002106","House",0
"1988","S01002106","House",0
"1997","S01002106","House",0
"1990","S01002106","House",0
"1992","S01002106","House",0
"2001","S01002106","House",0
"1999","S01002106","House",0
"1980","S01002106","House",0
"1989","S01002106","House",0
"2003","S01002106","House",0
"1981","S01002106","House",0
"1993","S01002106","House",0
"1986","S01002106","House",0
"1982","S01002106","House",0
"2002","S01002106","House",0
"1998","S01002106","House",0
"1983","S01002106","House",0
"1984","S01002106","House",0
"2004","S01002107","All",0
"2005","S01002107","All",1
"2003","S01002107","All",1
"2002","S01002107","All",1
"1998","S01002107","All",1
"1999","S01002107","All",1
"2000","S01002107","All",0
"2001","S01002107","All",1
"1993","S01002107","All",0
"1994","S01002107","All",1
"1995","S01002107","All",0
"1996","S01002107","All",0
"1997","S01002107","All",0
"1980","S01002107","All",0
"1981","S01002107","All",0
"1982","S01002107","All",0
"1983","S01002107","All",0
"1984","S01002107","All",0
"1985","S01002107","All",0
"1986","S01002107","All",0
"1987","S01002107","All",1
"1988","S01002107","All",3
"1989","S01002107","All",5
"1990","S01002107","All",1
"1991","S01002107","All",3
"1992","S01002107","All",1
"1994","S01002107","Flat",1
"1987","S01002107","Flat",1
"1995","S01002107","Flat",0
"1996","S01002107","Flat",0
"1997","S01002107","Flat",0
"1988","S01002107","Flat",2
"1991","S01002107","Flat",3
"1980","S01002107","Flat",0
"1981","S01002107","Flat",0
"1989","S01002107","Flat",5
"1982","S01002107","Flat",0
"1992","S01002107","Flat",1
"1983","S01002107","Flat",0
"2004","S01002107","Flat",0
"1984","S01002107","Flat",0
"2005","S01002107","Flat",1
"1990","S01002107","Flat",1
"2003","S01002107","Flat",0
"1985","S01002107","Flat",0
"2002","S01002107","Flat",1
"1998","S01002107","Flat",1
"1999","S01002107","Flat",1
"1986","S01002107","Flat",0
"2000","S01002107","Flat",0
"2001","S01002107","Flat",1
"1993","S01002107","Flat",0
"1987","S01002107","House",0
"1994","S01002107","House",0
"2004","S01002107","House",0
"2000","S01002107","House",0
"1991","S01002107","House",0
"1985","S01002107","House",0
"1995","S01002107","House",0
"1996","S01002107","House",0
"2005","S01002107","House",0
"1988","S01002107","House",1
"1997","S01002107","House",0
"1990","S01002107","House",0
"1992","S01002107","House",0
"2001","S01002107","House",0
"1999","S01002107","House",0
"1980","S01002107","House",0
"1989","S01002107","House",0
"2003","S01002107","House",1
"1981","S01002107","House",0
"1993","S01002107","House",0
"1986","S01002107","House",0
"1982","S01002107","House",0
"2002","S01002107","House",0
"1998","S01002107","House",0
"1983","S01002107","House",0
"1984","S01002107","House",0
"2004","S01002108","All",0
"2005","S01002108","All",3
"2003","S01002108","All",2
"2002","S01002108","All",3
"1998","S01002108","All",1
"1999","S01002108","All",1
"2000","S01002108","All",3
"2001","S01002108","All",4
"1993","S01002108","All",1
"1994","S01002108","All",2
